scenario,case_id,symbol,signal_date,entry_time_utc,entry_equity,margin,margin_fraction_of_equity,notional,xsec_score,xsec_rank_pct,entry_fee,exit_pnl_after_exit_fee,exit_events,exit_time_utc,total_net_pnl,return_on_allocated_margin
baseline_f7c_k3_equal,110-ANIME-2026-02-20,ANIME,2026-02-20,2026-02-21T00:00:00+00:00,0.7046437087042375,0.21139311261127125,0.3,0.4227862252225425,-0.01354351072592843,0.6666666666666666,0.000845572450445085,-0.0353996282646565,1,2026-02-23T01:15:00+00:00,-0.03624520071510159,-0.1714587588373919
baseline_f7c_k3_equal,111-JOE-2026-02-20,JOE,2026-02-20,2026-02-21T00:00:00+00:00,0.7046437087042375,0.21139311261127125,0.3,0.4227862252225425,-0.03272130848252377,0.3333333333333333,0.000845572450445085,-0.024680027668555704,2,2026-02-23T19:40:00+00:00,-0.02552560011900079,-0.12074944071588355
baseline_f7c_k3_equal,114-USUAL-2026-02-22,USUAL,2026-02-22,2026-02-23T00:00:00+00:00,0.6554733619743216,0.19664200859229647,0.3,0.39328401718459294,0.09225642906115022,1.0,0.0007865680343691859,-0.03226577096477007,1,2026-02-23T16:50:00+00:00,-0.03305233899913925,-0.16808381502890166
baseline_f7c_k3_equal,117-NEWT-2026-02-24,NEWT,2026-02-24,2026-02-25T00:00:00+00:00,0.5743083887623104,0.1722925166286931,0.3,0.3445850332573862,-0.0019667423280725874,1.0,0.0006891700665147724,0.04821529297941062,2,2026-02-28T08:30:00+00:00,0.047526122912895846,0.27584554363042474
baseline_f7c_k3_equal,118-ZKC-2026-02-25,ZKC,2026-02-25,2026-02-26T00:00:00+00:00,0.5966665922065556,0.17899997766196668,0.3,0.35799995532393336,-0.0019667423280725874,1.0,0.0007159999106478667,-0.030270133549673103,1,2026-03-08T03:00:00+00:00,-0.03098613346032097,-0.17310691244239637
baseline_f7c_k3_equal,119-RIVER-2026-02-27,RIVER,2026-02-27,2026-02-28T00:00:00+00:00,0.6348188699328342,0.19044566097985025,0.3,0.3808913219597005,0.04797612838188277,0.8333333333333334,0.000761782643919401,0.13472272902533738,3,2026-03-10T03:45:00+00:00,0.13396094638141798,0.7034077105888564
baseline_f7c_k3_equal,126-FIGHT-2026-02-28,FIGHT,2026-02-28,2026-03-01T00:00:00+00:00,0.6620657836752105,0.19861973510256314,0.3,0.3972394702051263,-0.052503109921151495,0.0,0.0007944789404102526,-0.032279273374026335,1,2026-03-02T07:10:00+00:00,-0.033073752314436586,-0.166517956019617
baseline_f7c_k3_equal,131-JOE-2026-03-02,JOE,2026-03-02,2026-03-03T00:00:00+00:00,0.6976998162906474,0.2093099448871942,0.3,0.4186198897743884,-9.262357892349841e-05,1.0,0.0008372397795487768,-0.03443624656475829,1,2026-03-07T11:05:00+00:00,-0.03527348634430707,-0.16852274440814272
baseline_f7c_k3_equal,140-BICO-2026-03-07,BICO,2026-03-07,2026-03-08T00:00:00+00:00,0.702702977388313,0.2108108932164939,0.3,0.4216217864329878,-0.06051920027793183,0.0,0.0008432435728659756,0.08721140204387993,2,2026-03-22T00:00:00+00:00,0.08636815847101396,0.4096949505465901
baseline_f7c_k3_equal,144-ZETA-2026-03-08,ZETA,2026-03-08,2026-03-09T00:00:00+00:00,0.6683933751117126,0.20051801253351378,0.3,0.40103602506702757,-9.262357892349841e-05,1.0,0.0008020720501340551,0.003691754450460225,2,2026-03-23T00:00:00+00:00,0.00288968240032617,0.014411086384786503
baseline_f7c_k3_equal,147-STO-2026-03-10,STO,2026-03-10,2026-03-11T00:00:00+00:00,0.6885177572646654,0.2065553271793996,0.3,0.4131106543587992,-9.262357892349841e-05,1.0,0.0008262213087175984,0.03045782474750195,3,2026-03-12T20:00:00+00:00,0.029631603438784352,0.14345601173020536
baseline_f7c_k3_equal,150-SOLV-2026-03-12,SOLV,2026-03-12,2026-03-13T00:00:00+00:00,0.7680098518973598,0.23040295556920792,0.3,0.46080591113841585,0.08856660655203377,1.0,0.0009216118222768317,-0.01590146204571713,2,2026-03-18T13:40:00+00:00,-0.016823073867993962,-0.07301587701612919
baseline_f7c_k3_equal,165-AIXBT-2026-03-18,AIXBT,2026-03-18,2026-03-19T00:00:00+00:00,0.8042465434515657,0.2412739630354697,0.3,0.4825479260709394,-9.262357892349841e-05,1.0,0.0009650958521418788,-0.041031769760024366,2,2026-03-29T22:50:00+00:00,-0.04199686561216624,-0.17406298252742788
baseline_f7c_k3_equal,172-SKL-2026-03-21,SKL,2026-03-21,2026-03-22T00:00:00+00:00,0.7806679153164875,0.23420037459494625,0.3,0.4684007491898925,0.012724191074260467,0.5,0.000936801498379785,-0.03845397226013846,1,2026-03-28T01:20:00+00:00,-0.039390773758518245,-0.16819261637239177
baseline_f7c_k3_equal,175-ZORA-2026-03-22,ZORA,2026-03-22,2026-03-23T00:00:00+00:00,0.7339126884176774,0.22017380652530322,0.3,0.44034761305060643,0.13720612011441888,1.0,0.0008806952261012129,-0.03587009951149175,1,2026-03-29T08:20:00+00:00,-0.03675079473759296,-0.16691719745222927
baseline_f7c_k3_equal,189-PHA-2026-03-28,PHA,2026-03-28,2026-03-29T00:00:00+00:00,0.672190594878695,0.2016571784636085,0.3,0.403314356927217,-0.038443189911889955,0.5,0.000806628713854434,0.07199957741975892,1,2026-04-12T00:00:00+00:00,0.07119294870590448,0.35303949627933584
baseline_f7c_k3_equal,192-FLOCK-2026-03-29,FLOCK,2026-03-29,2026-03-30T00:00:00+00:00,0.6398142546662742,0.19194427639988224,0.3,0.38388855279976447,-0.021033965970128618,0.5,0.000767777105599529,0.0166820557954505,1,2026-04-13T00:00:00+00:00,0.01591427868985097,0.08291093117408908
baseline_f7c_k3_equal,193-COOKIE-2026-03-29,COOKIE,2026-03-29,2026-03-30T00:00:00+00:00,0.6398142546662742,0.19194427639988224,0.3,0.38388855279976447,-0.029585549451653724,0.0,0.000767777105599529,0.014760706161738727,1,2026-04-13T00:00:00+00:00,0.013992929056139199,0.07290099667774091
baseline_f7c_k3_equal,227-AWE-2026-04-11,AWE,2026-04-11,2026-04-12T00:00:00+00:00,0.7848142136794157,0.2354442641038247,0.3,0.4708885282076494,-0.0003531808703473384,1.0,0.0009417770564152988,0.024968701943186875,1,2026-04-26T00:00:00+00:00,0.024026924886771578,0.10204931081343455
baseline_f7c_k3_equal,228-UB-2026-04-13,UB,2026-04-13,2026-04-14T00:00:00+00:00,0.7464905011298111,0.22394715033894333,0.3,0.44789430067788666,0.09719689957856617,1.0,0.0008957886013557733,0.06484757960670426,2,2026-04-21T00:05:00+00:00,0.06395179100534848,0.28556644238856194
baseline_f7c_k3_equal,229-SIGN-2026-04-13,SIGN,2026-04-13,2026-04-14T00:00:00+00:00,0.7464905011298111,0.22394715033894333,0.3,0.44789430067788666,0.0752521972227501,0.5,0.0008957886013557733,-0.04174195551051247,1,2026-04-14T11:50:00+00:00,-0.04263774411186824,-0.19039199225056513
