case_id,symbol,signal_date,entry_date,executed_independent,executed_shared,right_censored_mark,target_return_2x,profitable,f7c_share,flow_to_signal_volume,flow_to_median20_volume,flow_to_prior7_volume,rank_pct,signal_volume_ratio20,return_3d,return_7d,return_14d,return_30d,recent_7d_runup,distance_20d_high,recent_5x_volume,prior7_max_volume_ratio,signal_day_return,signal_range_pct,market_median_return_7d,market_positive_breadth_7d,market_median_return_30d,market_positive_breadth_30d,available_history_days_from_2025
011-JOE-2026-01-01,JOE,2026-01-01,2026-01-02,True,False,False,0.034825188536953086,1,0.002424583658637059,0.05001763401013812,0.08824712870866967,0.00785429700320097,0.06626506024096386,1.7643203333205002,0.0707478597964788,0.10667779632721208,0.1965703971119135,-0.08565517241379306,0.11519198664440733,-0.06961403508771924,0,3.1230018009954197,0.10043160690571051,0.1249578982822499,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,364
012-TOSHI-2026-01-01,TOSHI,2026-01-01,2026-01-02,True,False,False,0.39007096331847785,1,0.0022607839567267258,0.07574429781103305,0.09759817938406606,0.004959583420866489,0.07228915662650602,1.2885218056619139,-0.006807351940095296,0.022424667133847276,-0.0777496839443742,-0.2975445353875783,0.15276804484933426,-0.2818114693576176,1,8.45983639339173,0.06574141709276837,0.10666167664670656,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,106
013-PARTI-2026-01-01,PARTI,2026-01-01,2026-01-02,True,False,False,-0.16953880266075388,0,0.001943023056131982,0.014331663090277943,0.007334895371019907,0.001164335001644344,0.0783132530120482,0.5117965252752573,0.011495327102803765,0.03272900763358777,0.07253988702804492,-0.21155387193123043,0.10687022900763354,-0.0669827586206897,0,1.5159588612894974,0.06714651942417671,0.10130231633363151,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,281
014-COOKIE-2026-01-01,COOKIE,2026-01-01,2026-01-02,True,False,False,-0.08654731064763997,0,0.0018589380441701637,0.0023818624134226353,0.012144547991545863,0.0018589251177781427,0.08433734939759036,5.098761340330596,0.17004880554842017,0.17306206541334013,0.1871253583528798,-0.17136619974531564,0.18748390419778516,-0.10246305418719215,0,2.1322488656783114,0.08945228414254958,0.12435991221653264,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,358
015-TNSR-2026-01-01,TNSR,2026-01-01,2026-01-02,True,False,False,-0.16847608229206115,0,0.0014091024372086258,0.00698925061137466,0.002613274164595354,0.00029861168472659726,0.09036144578313253,0.373899050113095,-0.022216736608244858,-0.05137109328224165,-0.07149554617909037,-0.3628759852018659,0.12070410729253989,-0.31701008707647205,0,2.0934660788704944,0.00942915392456678,0.03777490297542041,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,364
016-ZKC-2026-01-01,ZKC,2026-01-01,2026-01-02,True,False,False,-0.03951578947368431,0,0.0013331928699900602,0.019734235293759637,0.07565025022708613,0.0010135762935732054,0.0963855421686747,3.8334523279454498,-0.07773279352226714,-0.12920489296636084,0.19768664563617233,-0.20847810979847115,0.12920489296636095,-0.22884224779959372,1,37.249038074106856,0.024280575539568527,0.06853020739404858,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,108
017-AEVO-2026-01-01,AEVO,2026-01-01,2026-01-02,True,False,False,-0.025600099354197433,0,0.0013010038340021167,0.012299801407156663,0.014204856942910892,0.002472423465845654,0.10240963855421686,1.1548850646194797,0.07417289220917822,0.11215469613259654,0.19253554502369674,-0.11749232792634812,0.1187845303867403,-0.05248293716168517,0,0.8575357222951555,0.043545878693623585,0.06215578284815115,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,364
018-VANRY-2026-01-01,VANRY,2026-01-01,2026-01-02,True,False,False,0.10465486049178264,1,0.0012848354112541167,0.0023735215832535305,0.00580260840833498,0.0005193174733373363,0.10843373493975904,2.4447253605256845,0.04612103439082915,0.07698641416220675,0.10224719101123614,-0.21204819277108422,0.2718539865513929,-0.191761071060762,1,5.395178628973561,0.001275835672365666,0.050222338477635464,0.05841532342474365,0.8132530120481928,-0.1121843942185432,0.21951219512195122,364
019-POPCAT-2026-01-03,POPCAT,2026-01-03,2026-01-04,True,False,False,-0.023244399185335846,0,0.00213466332810806,0.008777491381635886,0.021859016754562414,0.0015707547657146067,0.05421686746987952,2.4903489851662477,0.33062330623306213,0.20935960591133007,0.20195838433292534,-0.06653992395437269,0.24137931034482762,-0.025793650793650813,1,6.555509307423952,0.04579339723109688,0.11751662971175159,0.04563260459109675,0.7831325301204819,-0.06874439510628239,0.2926829268292683,366
020-FARTCOIN-2026-01-03,FARTCOIN,2026-01-03,2026-01-04,True,False,False,0.2060370058873,1,0.0012919939335743287,0.0018703506318577818,0.002481714825838251,0.00039977171945042566,0.0783132530120482,1.326871434461042,0.3265154332465603,0.12772684160607017,0.22872890113675504,-0.06254927726675419,0.14764464116345222,-0.017355371900826366,0,1.0954305527897599,0.06732495511669656,0.13119351822997816,0.04563260459109675,0.7831325301204819,-0.06874439510628239,0.2926829268292683,366
021-AXS-2026-01-04,AXS,2026-01-04,2026-01-05,True,False,False,0.3362271784232366,1,0.06542628769902856,0.006956255631560466,0.008320460924799161,0.0011493006770246367,0.012048192771084338,1.1961120127686666,0.10932105868814723,0.12616822429906538,0.13278495887191544,-0.06134371957156759,0.1471962616822431,-0.018329938900203735,0,1.5110811101022503,0.05355191256830594,0.07557502738225619,0.08146781821549076,0.8554216867469879,-0.007426174529359619,0.4634146341463415,367
022-NEWT-2026-01-05,NEWT,2026-01-05,2026-01-06,False,False,False,,0,0.0013932346512029246,0.045185075186270164,0.048254139189917125,0.004373124702740534,0.06626506024096386,1.0679220736270794,0.03952569169960474,0.09469302809573366,0.05728643216080398,-0.08041958041958042,0.11654526534859522,-0.20902255639097744,0,4.590603973734375,0.01056676272814605,0.04822834645669283,0.11653976594506676,0.8554216867469879,-0.005540166204986097,0.4727272727272727,199
023-RIVER-2026-01-07,RIVER,2026-01-07,2026-01-08,True,True,False,-0.17456793606017842,0,0.0035853031762995502,3.2414262415895097e-06,4.514851225363693e-06,1.9876930918640957e-07,0.04216867469879518,1.3928594664396032,0.3909915801520476,0.5559619604974395,3.9479499854608893,2.9090282563749135,1.1833394294074613,-0.28734765674079665,1,6.935980316918895,-0.0878584829804343,0.35462540501223305,0.09757899865087694,0.8674698795180723,-0.028558578817180047,0.40606060606060607,82
024-BIO-2026-01-08,BIO,2026-01-08,2026-01-09,True,True,False,-0.17337527691626053,0,0.006059741702860702,0.05514121105779743,0.044847908853213735,0.0057182293420730505,0.006024096385542169,0.8133283254552651,-0.14168885507797635,-0.01720383275261317,0.07171693184516736,-0.11283664242185953,0.22081881533101044,-0.1949696753478415,0,1.32044236875008,-0.026321467098166074,0.06190476190476191,0.04963855452834853,0.7590361445783133,-0.06730369754881593,0.3333333333333333,369
025-WET-2026-01-08,WET,2026-01-08,2026-01-09,True,True,False,-0.17871128929173222,0,0.004789811900954455,0.013551744425101932,0.008818311417863814,0.0017237490321823645,0.018072289156626505,0.6507141177728848,-0.08631489542414272,-0.01992939300763008,-0.19746351471068213,-0.40736149846778924,0.10761872224120261,-0.4666088196101521,0,0.3528229384912621,-0.04090047921542417,0.10715135649690621,0.04963855452834853,0.7590361445783133,-0.06730369754881593,0.3333333333333333,29
