case_id,symbol,signal_date,entry_date,decision_time_utc,decision_close_time_ms,execution_time_utc,execution_open_time_ms,execution_price,sold_fraction,cumulative_sold_fraction,reason,score,drawdown,volume_ratio,upper_wick_share,taker_buy_share,failure15,weak1h,regime4h,weak4h_confirmed,mfe_at_decision,active_stop
50-KGEN-2026-06-10,KGEN,2026-06-10,2026-06-11,2026-06-21T21:09:59+00:00,1782076199999,2026-06-21T21:10:00+00:00,1782076200000,0.1679,1.0,1.0,5m收盘距持仓最高价回撤15%,0.8640000000000018,0.15492957746478875,17.97171539532498,0.16000000000000444,0.26228492212346083,True,True,weak,True,0.25878553789653647,0.15856172
51-BLUAI-2026-06-10,BLUAI,2026-06-10,2026-06-11,2026-06-13T16:49:59+00:00,1781369399999,2026-06-13T16:50:00+00:00,1781369400000,0.011404,1.0,1.0,5m收盘距持仓最高价回撤15%,0.6380169489693082,0.17362318840579716,44.66601316732294,0.04072398190045392,0.46740896568631013,True,False,strong,False,0.15917681646367066,0.0109526
52-ZBT-2026-06-13,ZBT,2026-06-13,2026-06-14,2026-06-20T00:54:59+00:00,1781916899999,2026-06-20T00:55:00+00:00,1781916900000,0.11795,1.0,1.0,5m收盘距持仓最高价回撤15%,0.7999999999999999,0.1535094014640448,16.312238581641633,0.0,0.28140667877815784,True,True,weak,True,0.208080457777007,0.11580135999999999
53-SIREN-2026-06-15,SIREN,2026-06-15,2026-06-16,2026-06-16T09:19:59+00:00,1781601599999,2026-06-16T09:20:00+00:00,1781601600000,0.0475,1.0,1.0,5m收盘距持仓最高价回撤15%,0.7607591030471295,0.1932203389830508,3.2807982272524416,0.08510638297872432,0.35102056757939193,True,True,weak,True,0.11742424242424243,0.04405714285714286
54-AIA-2026-06-13,AIA,2026-06-13,2026-06-14,2026-06-16T02:34:59+00:00,1781577299999,2026-06-16T02:35:00+00:00,1781577300000,0.05574,1.0,1.0,保护止损,0.7778489270259604,0.1272698810269256,3.5045630078161203,0.36538461538462075,0.5069482154317027,True,True,weak,True,0.053082756346851445,0.0558072
55-BIRB-2026-06-20,BIRB,2026-06-20,2026-06-21,2026-06-23T06:24:59+00:00,1782195899999,2026-06-23T06:25:00+00:00,1782195900000,0.06521,1.0,1.0,保护止损,0.7945263381095933,0.10656974351940751,30.038637183030886,0.0,0.35821049283561013,True,True,weak,True,0.017017715162505276,0.06595480000000001
56-GWEI-2026-06-23,GWEI,2026-06-23,2026-06-24,2026-06-29T14:29:59+00:00,1782743399999,2026-06-29T14:30:00+00:00,1782743400000,0.2087,1.0,1.0,5m收盘距持仓最高价回撤15%,0.7020552649631848,0.1652,2.1343454799010626,0.6653696498054477,0.49600166425889364,True,False,strong,False,1.0973154362416109,0.1196768
57-ZBT-2026-06-23,ZBT,2026-06-23,2026-06-24,2026-07-02T05:04:59+00:00,1782968699999,2026-07-02T05:05:00+00:00,1782968700000,0.13448,1.0,1.0,5m收盘距持仓最高价回撤15%,0.8733607066770385,0.15154574132492127,11.016068163421052,0.37953091684435053,0.4676774900910526,True,True,weak,True,0.4799253034547153,0.1075284
58-KGEN-2026-06-30,KGEN,2026-06-30,2026-07-01,2026-07-01T11:39:59+00:00,1782905999999,2026-07-01T11:40:00+00:00,1782906000000,0.1795,1.0,1.0,保护止损,0.8384977483036621,0.1016016016016017,8.641148784939007,0.2352941176470646,0.4191584317997399,True,True,weak,True,0.018867924528301883,0.180412
59-COLLECT-2026-07-01,COLLECT,2026-07-01,2026-07-02,2026-07-15T23:59:59+00:00,1784159999999,2026-07-16T00:00:00+00:00,1784160000000,0.04302,1.0,1.0,持有满14天,0.6161345987920619,0.07204486626402062,0.6757478632478633,0.5714285714285431,0.23839638622247317,False,True,weak,True,0.21903760189324206,0.03818212
60-BIRB-2026-07-03,BIRB,2026-07-03,2026-07-04,2026-07-04T04:54:59+00:00,1783140899999,2026-07-04T04:55:00+00:00,1783140900000,0.0714,1.0,1.0,保护止损,0.7931793667356204,0.09387289103133334,16.23007623712172,0.028901734104050926,0.3351022563516953,True,True,weak,False,0.011419040287400595,0.0717048
61-ESPORTS-2026-07-09,ESPORTS,2026-07-09,2026-07-10,2026-07-10T00:44:59+00:00,1783644299999,2026-07-10T00:45:00+00:00,1783644300000,0.01926,1.0,1.0,保护止损,0.5737187855514833,0.12573763050385844,3.9346567016630285,0.08620689655172652,0.5410638998152969,True,False,strong,False,0.028478057889822495,0.019706400000000002
62-GUA-2026-07-09,GUA,2026-07-09,2026-07-10,2026-07-11T02:44:59+00:00,1783737899999,2026-07-11T02:45:00+00:00,1783737900000,0.05214,1.0,1.0,保护止损,0.7253994171390459,0.12778056531192505,3.1817260296619203,0.0,0.19149727487276813,True,True,weak,True,0.05171503957783652,0.052302
63-AIA-2026-07-08,AIA,2026-07-08,2026-07-09,2026-07-22T23:59:59+00:00,1784764799999,2026-07-23T00:00:00+00:00,1784764800000,0.06431,1.0,1.0,持有满14天,0.5289574314090635,0.06661828737300435,0.8930701098959909,0.01851851851853708,0.3924572571760465,True,True,weak,False,0.2953562699755594,0.05340276
64-ZBT-2026-07-14,ZBT,2026-07-14,2026-07-15,2026-07-15T02:34:59+00:00,1784082899999,2026-07-15T02:35:00+00:00,1784082900000,0.09933,1.0,1.0,保护止损,0.7033253131566567,0.08526703499079191,1.5739531567753369,0.38666666666666444,0.4800368433885081,True,True,weak,True,0.003604103132797354,0.0995532
65-ZBT-2026-07-17,ZBT,2026-07-17,2026-07-18,2026-07-18T06:24:59+00:00,1784355899999,2026-07-18T06:25:00+00:00,1784355900000,0.08398,1.0,1.0,保护止损,0.7156164723765905,0.08450550648784205,12.644311081451434,0.08527131782945661,0.45801286132807734,True,True,weak,True,0.003391684901531855,0.084088
66-BTR-2026-07-20,BTR,2026-07-20,2026-07-21,,,2026-08-01T23:59:59+00:00,1785628799999,0.01914,1.0,1.0,数据截止日强制估值,,,,,,,,,,,0.0156952
67-DEXE-2026-07-22,DEXE,2026-07-22,2026-07-23,2026-07-23T03:09:59+00:00,1784776199999,2026-07-23T03:10:00+00:00,1784776200000,3.719,1.0,1.0,保护止损,0.7862910356182036,0.11349546971864566,13.914121876202698,0.018947368421052428,0.38193186762532605,True,True,weak,True,0.009143407122232938,3.82352
68-ZBT-2026-07-23,ZBT,2026-07-23,2026-07-24,,,2026-08-01T23:59:59+00:00,1785628799999,0.11629,1.0,1.0,数据截止日强制估值,,,,,,,,,,,0.1032516
69-AIA-2026-07-23,AIA,2026-07-23,2026-07-24,2026-07-27T04:59:59+00:00,1785128399999,2026-07-27T05:00:00+00:00,1785128400000,0.06234,1.0,1.0,5m收盘距持仓最高价回撤15%,0.7265791602933317,0.15605999189298747,113.77896856548006,0.0022727272727263944,0.46149489592363835,True,True,weak,True,0.1854877462758291,0.057435599999999996
70-IDOL-2026-07-24,IDOL,2026-07-24,2026-07-25,2026-07-29T05:29:59+00:00,1785302999999,2026-07-29T05:30:00+00:00,1785303000000,0.0152,1.0,1.0,5m收盘距持仓最高价回撤15%,0.7339420804529799,0.15225878416062477,4.067435147612575,0.06250000000000813,0.39868402267806957,True,True,weak,True,0.17728168089297447,0.0140116
