symbol,interval,activation_mfe,trailing_drawdown,triggered,decision_time_utc,execution_time_utc,execution_price,gross_return,net_return,running_mfe_at_signal,close_drawdown_at_signal,volume_vs_prior20_median,upper_wick_share
VELVET,15m,9.0,0.25,True,2026-06-12T05:15+00:00,2026-06-12T05:30+00:00,1.41336,6.642675606986427,6.6121659239246044,9.393121721732546,-0.2649219562955255,1.5525060883589346,0.3639506741961513
VELVET,15m,9.0,0.3,True,2026-06-12T15:00+00:00,2026-06-12T15:15+00:00,0.98687,4.336451630346618,4.315148430225473,9.393121721732546,-0.48695109261186265,10.838235567241812,0.01291810469954532
VELVET,1h,0.1,0.02,True,2026-06-07T10:00+00:00,2026-06-07T11:00+00:00,0.21897,0.18406964797490932,0.17934282303289373,0.22970853836586813,-0.036893716195418036,3.0791991751778656,0.30631617378605364
VELVET,1h,0.1,0.03,True,2026-06-07T10:00+00:00,2026-06-07T11:00+00:00,0.21897,0.18406964797490932,0.17934282303289373,0.22970853836586813,-0.036893716195418036,3.0791991751778656,0.30631617378605364
VELVET,1h,0.1,0.05,True,2026-06-07T11:00+00:00,2026-06-07T12:00+00:00,0.216,0.1680095171145839,0.16334680447141192,0.23922565294976472,-0.05716280490465597,2.585671692917111,0.4646924829157177
VELVET,1h,0.1,0.08,True,2026-06-07T16:00+00:00,2026-06-07T17:00+00:00,0.25474,0.37749418698967174,0.3719952081992939,0.5011085275509652,-0.0819524495677233,5.111602300241859,0.43226296788903645
VELVET,1h,0.1,0.1,True,2026-06-07T17:00+00:00,2026-06-07T18:00+00:00,0.24601,0.3302871356729573,0.32497660818524077,0.5011085275509652,-0.11358069164265128,2.2103123181145103,0.19490254872563645
VELVET,1h,0.1,0.12,True,2026-06-07T18:00+00:00,2026-06-07T19:00+00:00,0.24046,0.3002757800248743,0.29508505834812815,0.5011085275509652,-0.13429394812680118,0.9722325418383392,0.33300492610837407
VELVET,1h,0.1,0.15,True,2026-06-08T18:00+00:00,2026-06-08T19:00+00:00,0.32709,0.768723300708376,0.7616625290488614,1.1518412372248958,-0.17824295119867317,4.257971063602831,0.32506824385805333
VELVET,1h,0.1,0.2,True,2026-06-08T20:00+00:00,2026-06-08T21:00+00:00,0.31785,0.7187584491429189,0.7118971379686956,1.1518412372248958,-0.2012363672915516,0.9617920879598748,0.07878787878787837
