group,factor,factor_name,variant,factor_key,target,target_name,horizon_days,mean_rank_ic,median_rank_ic,ic_std,newey_west_tstat,positive_ic_rate,valid_ic_days,eligible_dates,valid_day_ratio,observations
F1–F6,F5,F5 巨额转账,连续值,f5_value,max_gain,窗口最大涨幅,3,0.036371,0.021978,0.268919,1.438318,0.521739,207,207,1.000000,2630
F1–F6,F5,F5 巨额转账,连续值,f5_value,max_gain,窗口最大涨幅,5,0.020316,-0.005495,0.277937,0.667291,0.487805,205,205,1.000000,2604
F1–F6,F5,F5 巨额转账,连续值,f5_value,max_gain,窗口最大涨幅,7,0.012719,-0.032967,0.278021,0.371529,0.453202,203,203,1.000000,2578
F1–F6,F5,F5 巨额转账,连续值,f5_value,max_gain,窗口最大涨幅,14,-0.013507,-0.019231,0.268772,-0.332716,0.474490,196,196,1.000000,2487
F1–F6,F5,F5 巨额转账,连续值,f5_value,max_gain,窗口最大涨幅,30,-0.036639,-0.060440,0.282760,-0.817604,0.377778,180,180,1.000000,2279
F1–F6,F5,F5 巨额转账,连续值,f5_value,mean_close_deviation,窗口平均收盘偏离,1,0.000543,0.002751,0.284967,0.027621,0.502392,209,209,1.000000,2656
F1–F6,F5,F5 巨额转账,连续值,f5_value,mean_close_deviation,窗口平均收盘偏离,3,-0.009027,-0.010989,0.260062,-0.386571,0.454106,207,207,1.000000,2630
F1–F6,F5,F5 巨额转账,连续值,f5_value,mean_close_deviation,窗口平均收盘偏离,5,-0.019490,-0.045455,0.260790,-0.752021,0.448780,205,205,1.000000,2604
F1–F6,F5,F5 巨额转账,连续值,f5_value,mean_close_deviation,窗口平均收盘偏离,7,-0.031649,-0.049451,0.272295,-1.064535,0.448276,203,203,1.000000,2578
F1–F6,F5,F5 巨额转账,连续值,f5_value,mean_close_deviation,窗口平均收盘偏离,14,-0.042515,-0.030220,0.260070,-1.081201,0.438776,196,196,1.000000,2487
F1–F6,F5,F5 巨额转账,连续值,f5_value,mean_close_deviation,窗口平均收盘偏离,30,-0.044102,-0.052198,0.265461,-1.067090,0.411111,180,180,1.000000,2279
F1–F6,F5,F5 巨额转账,连续值,f5_value,volume_price_confirmation,同日量价确认,1,-0.026659,-0.038927,0.297987,-1.255677,0.454082,196,209,0.937799,2493
F1–F6,F5,F5 巨额转账,连续值,f5_value,volume_price_confirmation,同日量价确认,3,-0.039105,-0.038576,0.287807,-1.546654,0.432039,206,207,0.995169,2619
F1–F6,F5,F5 巨额转账,连续值,f5_value,volume_price_confirmation,同日量价确认,5,-0.060468,-0.054904,0.287362,-2.229409,0.390244,205,205,1.000000,2604
F1–F6,F5,F5 巨额转账,连续值,f5_value,volume_price_confirmation,同日量价确认,7,-0.064836,-0.071678,0.269441,-2.283329,0.403941,203,203,1.000000,2578
F1–F6,F5,F5 巨额转账,连续值,f5_value,volume_price_confirmation,同日量价确认,14,-0.072085,-0.072886,0.256529,-2.313122,0.397959,196,196,1.000000,2487
F1–F6,F5,F5 巨额转账,连续值,f5_value,volume_price_confirmation,同日量价确认,30,-0.101924,-0.109572,0.244892,-3.540672,0.322222,180,180,1.000000,2279
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,max_gain,窗口最大涨幅,1,0.054282,0.113961,0.292690,2.446413,0.572254,173,209,0.827751,2230
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,max_gain,窗口最大涨幅,3,0.053486,0.077152,0.294137,1.793825,0.555556,171,207,0.826087,2204
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,max_gain,窗口最大涨幅,5,0.035289,0.056980,0.298583,1.046338,0.550296,169,205,0.824390,2178
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,max_gain,窗口最大涨幅,7,0.033126,0.048795,0.305931,0.837844,0.526946,167,203,0.822660,2152
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,max_gain,窗口最大涨幅,14,0.047659,0.097590,0.312551,0.976811,0.552795,161,196,0.821429,2074
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,max_gain,窗口最大涨幅,30,0.040042,0.056980,0.336130,0.684275,0.551020,147,180,0.816667,1892
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,mean_close_deviation,窗口平均收盘偏离,1,0.003791,0.000000,0.326900,0.152969,0.473988,173,209,0.827751,2230
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,mean_close_deviation,窗口平均收盘偏离,3,0.005306,0.042258,0.296516,0.196807,0.502924,171,207,0.826087,2204
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.008391,0.000000,0.302239,-0.268314,0.455621,169,205,0.824390,2178
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.012338,0.000000,0.304932,-0.343056,0.473054,167,203,0.822660,2152
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,mean_close_deviation,窗口平均收盘偏离,14,0.003433,0.000000,0.296789,0.078967,0.484472,161,196,0.821429,2074
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,mean_close_deviation,窗口平均收盘偏离,30,0.002169,0.000000,0.313243,0.042730,0.442177,147,180,0.816667,1892
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,volume_price_confirmation,同日量价确认,1,-0.000196,-0.156517,0.317244,-0.007955,0.371951,164,209,0.784689,2117
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,volume_price_confirmation,同日量价确认,3,-0.000761,-0.042765,0.304179,-0.028255,0.441176,170,207,0.821256,2193
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,volume_price_confirmation,同日量价确认,5,-0.022827,-0.058613,0.288569,-0.784841,0.408284,169,205,0.824390,2178
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,volume_price_confirmation,同日量价确认,7,-0.031291,-0.061944,0.286691,-0.918298,0.419162,167,203,0.822660,2152
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,volume_price_confirmation,同日量价确认,14,-0.023104,0.000000,0.298063,-0.596582,0.472050,161,196,0.821429,2074
F1–F6,F5,F5 巨额转账,异常触发,f5_trigger,volume_price_confirmation,同日量价确认,30,-0.042571,0.000000,0.306186,-1.005436,0.448980,147,180,0.816667,1892
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,max_gain,窗口最大涨幅,1,0.041936,0.033012,0.310260,1.958719,0.531100,209,209,1.000000,2656
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,max_gain,窗口最大涨幅,3,0.047741,0.019500,0.290306,1.823601,0.526570,207,207,1.000000,2630
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,max_gain,窗口最大涨幅,5,0.012068,-0.005495,0.308569,0.363655,0.497561,205,205,1.000000,2604
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,max_gain,窗口最大涨幅,7,-0.002156,-0.010989,0.312269,-0.055827,0.487685,203,203,1.000000,2578
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,max_gain,窗口最大涨幅,14,-0.052467,-0.047050,0.302748,-1.152055,0.448980,196,196,1.000000,2487
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,max_gain,窗口最大涨幅,30,-0.055459,-0.085165,0.268070,-1.205561,0.394444,180,180,1.000000,2279
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,mean_close_deviation,窗口平均收盘偏离,1,0.008631,-0.005495,0.320348,0.390457,0.483254,209,209,1.000000,2656
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,mean_close_deviation,窗口平均收盘偏离,3,-0.010811,-0.038462,0.311314,-0.378876,0.449275,207,207,1.000000,2630
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,mean_close_deviation,窗口平均收盘偏离,5,-0.024018,-0.071527,0.329681,-0.664694,0.439024,205,205,1.000000,2604
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,mean_close_deviation,窗口平均收盘偏离,7,-0.039322,-0.058501,0.343421,-0.917390,0.428571,203,203,1.000000,2578
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,mean_close_deviation,窗口平均收盘偏离,14,-0.091203,-0.105217,0.341384,-1.707317,0.403061,196,196,1.000000,2487
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,mean_close_deviation,窗口平均收盘偏离,30,-0.080298,-0.089890,0.295698,-1.581781,0.361111,180,180,1.000000,2279
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,volume_price_confirmation,同日量价确认,1,-0.042652,-0.067797,0.314630,-1.902721,0.443878,196,209,0.937799,2493
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,volume_price_confirmation,同日量价确认,3,-0.042183,-0.038624,0.306500,-1.588644,0.446602,206,207,0.995169,2619
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,volume_price_confirmation,同日量价确认,5,-0.074927,-0.112698,0.316462,-2.438216,0.375610,205,205,1.000000,2604
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,volume_price_confirmation,同日量价确认,7,-0.085336,-0.105932,0.314708,-2.486715,0.369458,203,203,1.000000,2578
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,volume_price_confirmation,同日量价确认,14,-0.120881,-0.089867,0.300945,-2.948480,0.331633,196,196,1.000000,2487
F1–F6,F6,F6 绝对净流冲击,连续值,f6_value,volume_price_confirmation,同日量价确认,30,-0.117210,-0.118765,0.259836,-3.254203,0.305556,180,180,1.000000,2279
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,max_gain,窗口最大涨幅,1,0.067882,0.077152,0.299928,2.308203,0.563107,103,209,0.492823,1339
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,max_gain,窗口最大涨幅,3,0.081267,0.134132,0.275448,2.440997,0.607843,102,207,0.492754,1321
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,max_gain,窗口最大涨幅,5,0.072056,0.077152,0.283037,1.842844,0.610000,100,205,0.487805,1295
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,max_gain,窗口最大涨幅,7,0.067176,0.067066,0.279604,1.672587,0.551020,98,203,0.482759,1269
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,max_gain,窗口最大涨幅,14,0.030379,0.052888,0.273666,0.654372,0.510870,92,196,0.469388,1191
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,max_gain,窗口最大涨幅,30,0.036789,0.077152,0.252737,0.993447,0.555556,81,180,0.450000,1053
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,mean_close_deviation,窗口平均收盘偏离,1,0.014647,0.077152,0.339188,0.440399,0.533981,103,209,0.492823,1339
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.021358,-0.024398,0.314195,-0.577151,0.441176,102,207,0.492754,1321
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.021287,-0.067066,0.325786,-0.490999,0.430000,100,205,0.487805,1295
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.019458,-0.067066,0.309373,-0.419830,0.448980,98,203,0.482759,1269
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.025750,0.000000,0.288424,-0.481757,0.434783,92,196,0.469388,1191
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.044922,-0.077152,0.286019,-0.712205,0.382716,81,180,0.450000,1053
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,volume_price_confirmation,同日量价确认,1,0.023217,-0.123091,0.327256,0.709477,0.353535,99,209,0.473684,1287
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,volume_price_confirmation,同日量价确认,3,0.000193,-0.155837,0.321129,0.004866,0.411765,102,207,0.492754,1321
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,volume_price_confirmation,同日量价确认,5,-0.007555,-0.101013,0.318865,-0.164063,0.400000,100,205,0.487805,1295
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,volume_price_confirmation,同日量价确认,7,-0.014365,-0.134168,0.318675,-0.279009,0.428571,98,203,0.482759,1269
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,volume_price_confirmation,同日量价确认,14,-0.028313,-0.043474,0.334795,-0.393974,0.413043,92,196,0.469388,1191
F1–F6,F6,F6 绝对净流冲击,异常触发,f6_trigger,volume_price_confirmation,同日量价确认,30,-0.042247,-0.077152,0.284280,-0.749918,0.395062,81,180,0.450000,1053
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,max_gain,窗口最大涨幅,1,0.022391,0.000000,0.282549,1.148401,0.492823,209,209,1.000000,2656
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,max_gain,窗口最大涨幅,3,0.023436,0.000000,0.270155,0.959917,0.492754,207,207,1.000000,2630
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,max_gain,窗口最大涨幅,5,0.019839,0.000000,0.270678,0.719610,0.497561,205,205,1.000000,2604
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,max_gain,窗口最大涨幅,7,0.022197,0.000000,0.272521,0.714658,0.487685,203,203,1.000000,2578
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,max_gain,窗口最大涨幅,14,0.012871,0.000000,0.279666,0.300444,0.489796,196,196,1.000000,2487
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,max_gain,窗口最大涨幅,30,0.016965,0.043401,0.273832,0.389447,0.505556,180,180,1.000000,2279
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,mean_close_deviation,窗口平均收盘偏离,1,0.003713,0.000000,0.290492,0.185215,0.473684,209,209,1.000000,2656
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.003608,0.000000,0.263492,-0.157543,0.425121,207,207,1.000000,2630
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.009367,-0.044544,0.269891,-0.339013,0.443902,205,205,1.000000,2604
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.021700,0.000000,0.284197,-0.653972,0.463054,203,203,1.000000,2578
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.015710,0.000000,0.276297,-0.375263,0.494898,196,196,1.000000,2487
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,mean_close_deviation,窗口平均收盘偏离,30,0.006662,0.000000,0.261776,0.195457,0.472222,180,180,1.000000,2279
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,volume_price_confirmation,同日量价确认,1,-0.005455,-0.083333,0.298643,-0.256390,0.418367,196,209,0.937799,2493
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,volume_price_confirmation,同日量价确认,3,-0.017915,-0.044640,0.268609,-0.818336,0.441748,206,207,0.995169,2619
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,volume_price_confirmation,同日量价确认,5,-0.030689,-0.050193,0.273468,-1.217568,0.439024,205,205,1.000000,2604
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,volume_price_confirmation,同日量价确认,7,-0.027195,-0.032484,0.274937,-0.933533,0.443350,203,203,1.000000,2578
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,volume_price_confirmation,同日量价确认,14,-0.017029,0.000000,0.266229,-0.506162,0.454082,196,196,1.000000,2487
F5子因子,F5A,F5a 相对历史规模,异常触发,f5a_trigger,volume_price_confirmation,同日量价确认,30,-0.029754,0.000000,0.249481,-1.117077,0.411111,180,180,1.000000,2279
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,max_gain,窗口最大涨幅,1,0.066689,0.080834,0.291018,3.232690,0.575758,198,209,0.947368,2531
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,max_gain,窗口最大涨幅,3,0.075047,0.060765,0.278659,2.766109,0.566327,196,207,0.946860,2505
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,max_gain,窗口最大涨幅,5,0.051034,0.056980,0.291205,1.519215,0.551546,194,205,0.946341,2479
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,max_gain,窗口最大涨幅,7,0.042298,0.046669,0.295962,1.077471,0.515625,192,203,0.945813,2453
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,max_gain,窗口最大涨幅,14,0.041802,0.044544,0.298720,0.854412,0.502703,185,196,0.943878,2362
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,max_gain,窗口最大涨幅,30,0.038434,0.056980,0.306382,0.687522,0.544379,169,180,0.938889,2154
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,mean_close_deviation,窗口平均收盘偏离,1,-0.001023,0.000000,0.313324,-0.046067,0.464646,198,209,0.947368,2531
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.004775,0.000000,0.289137,-0.187157,0.479592,196,207,0.946860,2505
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.022915,0.000000,0.287057,-0.775626,0.448454,194,205,0.946341,2479
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.031426,0.000000,0.278387,-0.953753,0.411458,192,203,0.945813,2453
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.040320,-0.056980,0.266797,-1.060064,0.400000,185,196,0.943878,2362
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.050743,-0.077152,0.285747,-1.080581,0.390533,169,180,0.938889,2154
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,volume_price_confirmation,同日量价确认,1,-0.014919,-0.132974,0.306327,-0.666005,0.403226,186,209,0.889952,2379
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,volume_price_confirmation,同日量价确认,3,-0.009640,-0.030122,0.288201,-0.398023,0.456410,195,207,0.942029,2494
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,volume_price_confirmation,同日量价确认,5,-0.028978,-0.052185,0.280325,-1.080337,0.422680,194,205,0.946341,2479
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,volume_price_confirmation,同日量价确认,7,-0.041453,-0.050759,0.277319,-1.396718,0.427083,192,203,0.945813,2453
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,volume_price_confirmation,同日量价确认,14,-0.043213,-0.046853,0.270544,-1.326513,0.400000,185,196,0.943878,2362
F5子因子,F5B,F5b Cluster冲击,异常触发,f5b_trigger,volume_price_confirmation,同日量价确认,30,-0.053105,-0.044790,0.292732,-1.284367,0.420118,169,180,0.938889,2154
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,max_gain,窗口最大涨幅,1,0.049273,0.056980,0.302182,1.929382,0.525180,139,209,0.665072,1788
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,max_gain,窗口最大涨幅,3,0.039177,0.056980,0.309462,1.069008,0.518248,137,207,0.661836,1762
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,max_gain,窗口最大涨幅,5,0.026725,0.048795,0.317011,0.623510,0.503704,135,205,0.658537,1736
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,max_gain,窗口最大涨幅,7,0.027335,0.000000,0.331847,0.526714,0.473684,133,203,0.655172,1710
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,max_gain,窗口最大涨幅,14,0.069137,0.113961,0.344260,0.902671,0.551181,127,196,0.647959,1632
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,max_gain,窗口最大涨幅,30,0.030747,0.056980,0.368204,0.378691,0.508772,114,180,0.633333,1463
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,mean_close_deviation,窗口平均收盘偏离,1,-0.010972,-0.048795,0.325306,-0.399092,0.431655,139,209,0.665072,1788
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.030195,0.000000,0.307181,-0.941113,0.459854,137,207,0.661836,1762
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.047770,-0.048795,0.313019,-1.252528,0.429630,135,205,0.658537,1736
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.042780,-0.048795,0.315410,-0.965126,0.451128,133,203,0.655172,1710
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.013413,-0.048795,0.342531,-0.192429,0.464567,127,196,0.647959,1632
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.039969,0.000000,0.337434,-0.618511,0.412281,114,180,0.633333,1463
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,volume_price_confirmation,同日量价确认,1,-0.023286,-0.156517,0.292853,-0.917034,0.318182,132,209,0.631579,1701
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,volume_price_confirmation,同日量价确认,3,-0.037416,-0.140202,0.287463,-1.337696,0.382353,136,207,0.657005,1751
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,volume_price_confirmation,同日量价确认,5,-0.060298,-0.111270,0.272077,-1.996833,0.340741,135,205,0.658537,1736
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,volume_price_confirmation,同日量价确认,7,-0.061512,-0.117227,0.278694,-1.725003,0.345865,133,203,0.655172,1710
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,volume_price_confirmation,同日量价确认,14,-0.026129,-0.053046,0.308714,-0.545017,0.456693,127,196,0.647959,1632
F5子因子,F5C,F5c 内外部属性,异常触发,f5c_trigger,volume_price_confirmation,同日量价确认,30,-0.074361,-0.067105,0.299232,-1.515875,0.377193,114,180,0.633333,1463
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,max_gain,窗口最大涨幅,1,0.049273,0.056980,0.302182,1.929382,0.525180,139,209,0.665072,1788
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,max_gain,窗口最大涨幅,3,0.039177,0.056980,0.309462,1.069008,0.518248,137,207,0.661836,1762
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,max_gain,窗口最大涨幅,5,0.026725,0.048795,0.317011,0.623510,0.503704,135,205,0.658537,1736
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,max_gain,窗口最大涨幅,7,0.027335,0.000000,0.331847,0.526714,0.473684,133,203,0.655172,1710
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,max_gain,窗口最大涨幅,14,0.069137,0.113961,0.344260,0.902671,0.551181,127,196,0.647959,1632
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,max_gain,窗口最大涨幅,30,0.030747,0.056980,0.368204,0.378691,0.508772,114,180,0.633333,1463
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,mean_close_deviation,窗口平均收盘偏离,1,-0.010972,-0.048795,0.325306,-0.399092,0.431655,139,209,0.665072,1788
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.030195,0.000000,0.307181,-0.941113,0.459854,137,207,0.661836,1762
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.047770,-0.048795,0.313019,-1.252528,0.429630,135,205,0.658537,1736
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.042780,-0.048795,0.315410,-0.965126,0.451128,133,203,0.655172,1710
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.013413,-0.048795,0.342531,-0.192429,0.464567,127,196,0.647959,1632
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.039969,0.000000,0.337434,-0.618511,0.412281,114,180,0.633333,1463
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,volume_price_confirmation,同日量价确认,1,-0.023286,-0.156517,0.292853,-0.917034,0.318182,132,209,0.631579,1701
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,volume_price_confirmation,同日量价确认,3,-0.037416,-0.140202,0.287463,-1.337696,0.382353,136,207,0.657005,1751
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,volume_price_confirmation,同日量价确认,5,-0.060298,-0.111270,0.272077,-1.996833,0.340741,135,205,0.658537,1736
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,volume_price_confirmation,同日量价确认,7,-0.061512,-0.117227,0.278694,-1.725003,0.345865,133,203,0.655172,1710
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,volume_price_confirmation,同日量价确认,14,-0.026129,-0.053046,0.308714,-0.545017,0.456693,127,196,0.647959,1632
F5子因子,F5D,F5d 流向,异常触发,f5d_trigger,volume_price_confirmation,同日量价确认,30,-0.074361,-0.067105,0.299232,-1.515875,0.377193,114,180,0.633333,1463
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,max_gain,窗口最大涨幅,1,0.089579,0.113961,0.284432,3.590962,0.558140,129,209,0.617225,1658
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,max_gain,窗口最大涨幅,3,0.087056,0.097590,0.302570,2.411648,0.574803,127,207,0.613527,1632
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,max_gain,窗口最大涨幅,5,0.062622,0.097590,0.297324,1.487234,0.560000,125,205,0.609756,1606
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,max_gain,窗口最大涨幅,7,0.059051,0.100000,0.319850,1.119981,0.569106,123,203,0.605911,1580
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,max_gain,窗口最大涨幅,14,0.099381,0.154303,0.337606,1.577540,0.606838,117,196,0.596939,1502
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,max_gain,窗口最大涨幅,30,0.104789,0.154303,0.347409,1.711939,0.663636,110,180,0.611111,1411
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,mean_close_deviation,窗口平均收盘偏离,1,0.021213,0.000000,0.320451,0.754784,0.480620,129,209,0.617225,1658
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,mean_close_deviation,窗口平均收盘偏离,3,0.041429,0.077152,0.294533,1.302379,0.551181,127,207,0.613527,1632
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,mean_close_deviation,窗口平均收盘偏离,5,0.024241,0.000000,0.299823,0.606753,0.472000,125,205,0.609756,1606
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,mean_close_deviation,窗口平均收盘偏离,7,0.020356,0.056980,0.309869,0.438534,0.504065,123,203,0.605911,1580
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,mean_close_deviation,窗口平均收盘偏离,14,0.038250,0.077152,0.294309,0.789435,0.538462,117,196,0.596939,1502
