group,factor,factor_name,variant,factor_key,target,target_name,horizon_days,mean_rank_ic,median_rank_ic,ic_std,newey_west_tstat,positive_ic_rate,valid_ic_days,eligible_dates,valid_day_ratio,observations
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,mean_close_deviation,窗口平均收盘偏离,30,0.049574,0.056980,0.290620,0.967430,0.536364,110,180,0.611111,1411
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,volume_price_confirmation,同日量价确认,1,0.004293,-0.156517,0.328000,0.145173,0.319672,122,209,0.583732,1571
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,volume_price_confirmation,同日量价确认,3,-0.004694,-0.119945,0.294833,-0.154260,0.412698,126,207,0.608696,1621
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,volume_price_confirmation,同日量价确认,5,-0.028419,-0.100000,0.280397,-0.802467,0.392000,125,205,0.609756,1606
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,volume_price_confirmation,同日量价确认,7,-0.038556,-0.122663,0.285132,-0.917753,0.390244,123,203,0.605911,1580
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,volume_price_confirmation,同日量价确认,14,-0.029964,-0.078234,0.310641,-0.592602,0.452991,117,196,0.596939,1502
F5子因子,F5E,F5e 特殊对手方,异常触发,f5e_trigger,volume_price_confirmation,同日量价确认,30,-0.028026,0.000000,0.321153,-0.698520,0.490909,110,180,0.611111,1411
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,max_gain,窗口最大涨幅,1,,,,,,0,209,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,max_gain,窗口最大涨幅,3,,,,,,0,207,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,max_gain,窗口最大涨幅,5,,,,,,0,205,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,max_gain,窗口最大涨幅,7,,,,,,0,203,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,max_gain,窗口最大涨幅,14,,,,,,0,196,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,max_gain,窗口最大涨幅,30,,,,,,0,180,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,mean_close_deviation,窗口平均收盘偏离,1,,,,,,0,209,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,mean_close_deviation,窗口平均收盘偏离,3,,,,,,0,207,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,mean_close_deviation,窗口平均收盘偏离,5,,,,,,0,205,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,mean_close_deviation,窗口平均收盘偏离,7,,,,,,0,203,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,mean_close_deviation,窗口平均收盘偏离,14,,,,,,0,196,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,mean_close_deviation,窗口平均收盘偏离,30,,,,,,0,180,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,volume_price_confirmation,同日量价确认,1,,,,,,0,209,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,volume_price_confirmation,同日量价确认,3,,,,,,0,207,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,volume_price_confirmation,同日量价确认,5,,,,,,0,205,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,volume_price_confirmation,同日量价确认,7,,,,,,0,203,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,volume_price_confirmation,同日量价确认,14,,,,,,0,196,0.000000,0
F5子因子,F5F,F5f 后续路径,异常触发,f5f_trigger,volume_price_confirmation,同日量价确认,30,,,,,,0,180,0.000000,0
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,max_gain,窗口最大涨幅,1,0.054282,0.113961,0.292690,2.446413,0.572254,173,209,0.827751,2230
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,max_gain,窗口最大涨幅,3,0.053486,0.077152,0.294137,1.793825,0.555556,171,207,0.826087,2204
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,max_gain,窗口最大涨幅,5,0.035289,0.056980,0.298583,1.046338,0.550296,169,205,0.824390,2178
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,max_gain,窗口最大涨幅,7,0.033126,0.048795,0.305931,0.837844,0.526946,167,203,0.822660,2152
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,max_gain,窗口最大涨幅,14,0.047659,0.097590,0.312551,0.976811,0.552795,161,196,0.821429,2074
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,max_gain,窗口最大涨幅,30,0.040042,0.056980,0.336130,0.684275,0.551020,147,180,0.816667,1892
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,mean_close_deviation,窗口平均收盘偏离,1,0.003791,0.000000,0.326900,0.152969,0.473988,173,209,0.827751,2230
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,mean_close_deviation,窗口平均收盘偏离,3,0.005306,0.042258,0.296516,0.196807,0.502924,171,207,0.826087,2204
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.008391,0.000000,0.302239,-0.268314,0.455621,169,205,0.824390,2178
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.012338,0.000000,0.304932,-0.343056,0.473054,167,203,0.822660,2152
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,mean_close_deviation,窗口平均收盘偏离,14,0.003433,0.000000,0.296789,0.078967,0.484472,161,196,0.821429,2074
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,mean_close_deviation,窗口平均收盘偏离,30,0.002169,0.000000,0.313243,0.042730,0.442177,147,180,0.816667,1892
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,volume_price_confirmation,同日量价确认,1,-0.000196,-0.156517,0.317244,-0.007955,0.371951,164,209,0.784689,2117
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,volume_price_confirmation,同日量价确认,3,-0.000761,-0.042765,0.304179,-0.028255,0.441176,170,207,0.821256,2193
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,volume_price_confirmation,同日量价确认,5,-0.022827,-0.058613,0.288569,-0.784841,0.408284,169,205,0.824390,2178
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,volume_price_confirmation,同日量价确认,7,-0.031291,-0.061944,0.286691,-0.918298,0.419162,167,203,0.822660,2152
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,volume_price_confirmation,同日量价确认,14,-0.023104,0.000000,0.298063,-0.596582,0.472050,161,196,0.821429,2074
F5子因子,F5G,F5g 巨额转账持续性,异常触发,f5g_trigger,volume_price_confirmation,同日量价确认,30,-0.042571,0.000000,0.306186,-1.005436,0.448980,147,180,0.816667,1892
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,max_gain,窗口最大涨幅,1,0.092288,0.113961,0.285998,3.445489,0.601770,113,209,0.540670,1461
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,max_gain,窗口最大涨幅,3,0.072326,0.106980,0.281281,2.155555,0.598214,112,207,0.541063,1443
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,max_gain,窗口最大涨幅,5,0.054468,0.100000,0.296727,1.368574,0.581818,110,205,0.536585,1422
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,max_gain,窗口最大涨幅,7,0.029076,0.077152,0.303845,0.654212,0.513761,109,203,0.536946,1404
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,max_gain,窗口最大涨幅,14,0.059537,0.097590,0.332171,1.134100,0.563107,103,196,0.525510,1326
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,max_gain,窗口最大涨幅,30,0.060757,0.154303,0.335947,1.119834,0.578947,95,180,0.527778,1227
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,mean_close_deviation,窗口平均收盘偏离,1,0.003983,0.000000,0.330053,0.128858,0.477876,113,209,0.540670,1461
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.006728,0.000000,0.313450,-0.192153,0.437500,112,207,0.541063,1443
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.014231,-0.038576,0.334807,-0.327422,0.436364,110,205,0.536585,1422
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.031503,-0.048795,0.324405,-0.689681,0.431193,109,203,0.536946,1404
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.022846,0.000000,0.337979,-0.382474,0.456311,103,196,0.525510,1326
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.021580,-0.077152,0.347766,-0.309345,0.431579,95,180,0.527778,1227
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,volume_price_confirmation,同日量价确认,1,0.004346,-0.139804,0.304727,0.150271,0.327273,110,209,0.526316,1424
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,volume_price_confirmation,同日量价确认,3,-0.020504,-0.149836,0.294948,-0.597405,0.387387,111,207,0.536232,1432
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,volume_price_confirmation,同日量价确认,5,-0.045051,-0.123888,0.281619,-1.251044,0.372727,110,205,0.536585,1422
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,volume_price_confirmation,同日量价确认,7,-0.074729,-0.148324,0.280100,-1.954610,0.339450,109,203,0.536946,1404
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,volume_price_confirmation,同日量价确认,14,-0.052990,-0.077579,0.321977,-1.008612,0.427184,103,196,0.525510,1326
F5子因子,F5H,F5h 市场位置,异常触发,f5h_trigger,volume_price_confirmation,同日量价确认,30,-0.046522,-0.028529,0.319601,-0.878796,0.431579,95,180,0.527778,1227
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,max_gain,窗口最大涨幅,1,-0.009363,-0.003355,0.280789,-0.482053,0.475962,208,209,0.995215,2648
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,max_gain,窗口最大涨幅,3,-0.016582,-0.011409,0.262433,-0.711544,0.466019,206,207,0.995169,2622
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,max_gain,窗口最大涨幅,5,-0.017443,0.000000,0.244923,-0.690756,0.485294,204,205,0.995122,2596
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,max_gain,窗口最大涨幅,7,-0.023794,-0.002987,0.242557,-0.843377,0.470297,202,203,0.995074,2570
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,max_gain,窗口最大涨幅,14,-0.019489,-0.011546,0.258341,-0.483432,0.469388,196,196,1.000000,2487
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,max_gain,窗口最大涨幅,30,-0.046273,-0.029724,0.271726,-0.759237,0.472222,180,180,1.000000,2279
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,mean_close_deviation,窗口平均收盘偏离,1,-0.034007,-0.006742,0.288316,-1.705197,0.475962,208,209,0.995215,2648
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,mean_close_deviation,窗口平均收盘偏离,3,-0.043130,-0.008620,0.257278,-1.999181,0.461165,206,207,0.995169,2622
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,mean_close_deviation,窗口平均收盘偏离,5,-0.043077,-0.026588,0.254326,-1.682840,0.431373,204,205,0.995122,2596
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,mean_close_deviation,窗口平均收盘偏离,7,-0.040278,-0.027867,0.257304,-1.338968,0.450495,202,203,0.995074,2570
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,mean_close_deviation,窗口平均收盘偏离,14,0.001926,0.000000,0.258091,0.054014,0.479592,196,196,1.000000,2487
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,mean_close_deviation,窗口平均收盘偏离,30,0.001165,-0.013696,0.271432,0.026467,0.466667,180,180,1.000000,2279
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,volume_price_confirmation,同日量价确认,1,0.005431,-0.098361,0.293843,0.258742,0.451282,195,209,0.933014,2485
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,volume_price_confirmation,同日量价确认,3,-0.034352,-0.063546,0.273568,-1.512461,0.419512,205,207,0.990338,2611
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,volume_price_confirmation,同日量价确认,5,-0.043930,-0.059726,0.276139,-1.613714,0.411765,204,205,0.995122,2596
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,volume_price_confirmation,同日量价确认,7,-0.041708,-0.049770,0.278008,-1.348697,0.420792,202,203,0.995074,2570
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,volume_price_confirmation,同日量价确认,14,-0.021082,-0.000942,0.288337,-0.511843,0.494898,196,196,1.000000,2487
F7 CEX净流,F7A,F7a CEX净流入强度,连续值,f7a_value,volume_price_confirmation,同日量价确认,30,-0.054082,-0.055048,0.305014,-0.823726,0.427778,180,180,1.000000,2279
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,max_gain,窗口最大涨幅,1,-0.034114,0.000000,0.301953,-1.629411,0.492754,207,209,0.990431,2630
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,max_gain,窗口最大涨幅,3,-0.060051,-0.059732,0.298783,-2.100920,0.429268,205,207,0.990338,2604
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,max_gain,窗口最大涨幅,5,-0.083969,-0.059515,0.278931,-2.687742,0.408867,203,205,0.990244,2578
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,max_gain,窗口最大涨幅,7,-0.095493,-0.084234,0.272028,-2.876574,0.373134,201,203,0.990148,2552
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,max_gain,窗口最大涨幅,14,-0.134700,-0.134616,0.271199,-3.571202,0.298969,194,196,0.989796,2461
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,max_gain,窗口最大涨幅,30,-0.122935,-0.082039,0.289554,-2.135020,0.393258,178,180,0.988889,2253
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,mean_close_deviation,窗口平均收盘偏离,1,-0.031127,-0.043345,0.292599,-1.534255,0.439614,207,209,0.990431,2630
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,mean_close_deviation,窗口平均收盘偏离,3,-0.074731,-0.089597,0.290261,-2.727009,0.390244,205,207,0.990338,2604
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,mean_close_deviation,窗口平均收盘偏离,5,-0.097224,-0.084573,0.290610,-3.076442,0.344828,203,205,0.990244,2578
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,mean_close_deviation,窗口平均收盘偏离,7,-0.111823,-0.105292,0.286841,-3.306747,0.313433,201,203,0.990148,2552
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,mean_close_deviation,窗口平均收盘偏离,14,-0.132099,-0.140886,0.271440,-3.532539,0.304124,194,196,0.989796,2461
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,mean_close_deviation,窗口平均收盘偏离,30,-0.130205,-0.134219,0.243831,-2.916050,0.297753,178,180,0.988889,2253
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,volume_price_confirmation,同日量价确认,1,-0.058595,-0.130919,0.284205,-2.879082,0.376289,194,209,0.928230,2467
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,volume_price_confirmation,同日量价确认,3,-0.080117,-0.101627,0.274372,-3.476212,0.352941,204,207,0.985507,2593
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,volume_price_confirmation,同日量价确认,5,-0.103971,-0.124945,0.274689,-3.611175,0.334975,203,205,0.990244,2578
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,volume_price_confirmation,同日量价确认,7,-0.122789,-0.151872,0.268838,-3.862195,0.338308,201,203,0.990148,2552
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,volume_price_confirmation,同日量价确认,14,-0.164483,-0.203917,0.277365,-3.843095,0.273196,194,196,0.989796,2461
F7 CEX净流,F7B,F7b CEX净流出强度,连续值,f7b_value,volume_price_confirmation,同日量价确认,30,-0.123581,-0.105960,0.310693,-1.693405,0.393258,178,180,0.988889,2253
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,max_gain,窗口最大涨幅,1,0.026251,0.009397,0.295569,1.287088,0.516746,209,209,1.000000,2656
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,max_gain,窗口最大涨幅,3,0.041224,0.037566,0.281699,1.541856,0.570048,207,207,1.000000,2630
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,max_gain,窗口最大涨幅,5,0.054972,0.044200,0.261155,1.923059,0.590244,205,205,1.000000,2604
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,max_gain,窗口最大涨幅,7,0.057749,0.064439,0.255068,1.893497,0.581281,203,203,1.000000,2578
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,max_gain,窗口最大涨幅,14,0.091578,0.106180,0.259450,2.236300,0.653061,196,196,1.000000,2487
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,max_gain,窗口最大涨幅,30,0.065355,0.067308,0.283987,1.057836,0.588889,180,180,1.000000,2279
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,mean_close_deviation,窗口平均收盘偏离,1,0.014474,0.031588,0.286949,0.730959,0.531100,209,209,1.000000,2656
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,mean_close_deviation,窗口平均收盘偏离,3,0.046204,0.043853,0.270794,1.863356,0.565217,207,207,1.000000,2630
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,mean_close_deviation,窗口平均收盘偏离,5,0.057866,0.065934,0.278693,1.947388,0.595122,205,205,1.000000,2604
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,mean_close_deviation,窗口平均收盘偏离,7,0.063744,0.066463,0.279093,1.958227,0.591133,203,203,1.000000,2578
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,mean_close_deviation,窗口平均收盘偏离,14,0.089351,0.081114,0.270008,2.378284,0.658163,196,196,1.000000,2487
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,mean_close_deviation,窗口平均收盘偏离,30,0.083913,0.104061,0.262929,1.768906,0.616667,180,180,1.000000,2279
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,volume_price_confirmation,同日量价确认,1,0.048750,0.075486,0.289541,2.363197,0.571429,196,209,0.937799,2493
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,volume_price_confirmation,同日量价确认,3,0.050627,0.065537,0.270764,2.281712,0.582524,206,207,0.995169,2619
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,volume_price_confirmation,同日量价确认,5,0.059337,0.080978,0.268583,2.203670,0.575610,205,205,1.000000,2604
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,volume_price_confirmation,同日量价确认,7,0.069829,0.094324,0.265434,2.402175,0.591133,203,203,1.000000,2578
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,volume_price_confirmation,同日量价确认,14,0.100885,0.131873,0.274158,2.368172,0.668367,196,196,1.000000,2487
F7 CEX净流,F7C,F7c CEX有符号净流,连续值,f7c_value,volume_price_confirmation,同日量价确认,30,0.049689,0.046797,0.317079,0.691816,0.555556,180,180,1.000000,2279
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,max_gain,窗口最大涨幅,1,0.087621,0.134132,0.297028,3.298238,0.572581,124,209,0.593301,1588
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,max_gain,窗口最大涨幅,3,0.083142,0.134132,0.288091,2.579516,0.581967,122,207,0.589372,1562
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,max_gain,窗口最大涨幅,5,0.081855,0.113961,0.274967,2.165845,0.608333,120,205,0.585366,1536
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,max_gain,窗口最大涨幅,7,0.085556,0.113961,0.282420,2.097476,0.584746,118,203,0.581281,1510
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,max_gain,窗口最大涨幅,14,0.088327,0.154303,0.283565,1.531180,0.601695,118,196,0.602041,1505
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,max_gain,窗口最大涨幅,30,-0.021559,-0.028490,0.282067,-0.345437,0.427273,110,180,0.611111,1401
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,mean_close_deviation,窗口平均收盘偏离,1,-0.015396,0.000000,0.319703,-0.538446,0.459677,124,209,0.593301,1588
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.038859,0.000000,0.306581,-1.098671,0.434426,122,207,0.589372,1562
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.041430,-0.056980,0.312041,-1.008211,0.400000,120,205,0.585366,1536
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.040278,-0.077152,0.316902,-0.891497,0.406780,118,203,0.581281,1510
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.007311,0.000000,0.311863,-0.146328,0.491525,118,196,0.602041,1505
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.056127,-0.056980,0.304153,-1.281153,0.418182,110,180,0.611111,1401
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,volume_price_confirmation,同日量价确认,1,0.007056,-0.156517,0.299825,0.256737,0.296610,118,209,0.564593,1514
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,volume_price_confirmation,同日量价确认,3,-0.016340,-0.173178,0.297489,-0.468394,0.396694,121,207,0.584541,1551
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,volume_price_confirmation,同日量价确认,5,-0.012057,-0.146386,0.302780,-0.280701,0.416667,120,205,0.585366,1536
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,volume_price_confirmation,同日量价确认,7,-0.008929,-0.105279,0.314365,-0.185498,0.415254,118,203,0.581281,1510
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,volume_price_confirmation,同日量价确认,14,-0.001415,0.000000,0.303820,-0.023256,0.474576,118,196,0.602041,1505
F7 CEX净流,F7A,F7a CEX净流入,异常触发,f7a_trigger,volume_price_confirmation,同日量价确认,30,-0.096093,-0.154303,0.289089,-1.637254,0.354545,110,180,0.611111,1401
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,max_gain,窗口最大涨幅,1,-0.020860,-0.044544,0.297512,-0.835525,0.411348,141,209,0.674641,1782
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,max_gain,窗口最大涨幅,3,-0.031481,0.000000,0.289054,-0.988751,0.474820,139,207,0.671498,1756
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,max_gain,窗口最大涨幅,5,-0.067782,-0.077152,0.277683,-1.948205,0.364964,137,205,0.668293,1730
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,max_gain,窗口最大涨幅,7,-0.073371,-0.089087,0.279198,-1.986846,0.333333,135,203,0.665025,1704
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,max_gain,窗口最大涨幅,14,-0.075320,-0.087371,0.321504,-1.356755,0.335938,128,196,0.653061,1613
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,max_gain,窗口最大涨幅,30,-0.034518,-0.048795,0.350850,-0.462549,0.382609,115,180,0.638889,1444
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,mean_close_deviation,窗口平均收盘偏离,1,-0.054238,-0.048795,0.299789,-2.155983,0.375887,141,209,0.674641,1782
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,mean_close_deviation,窗口平均收盘偏离,3,-0.092062,-0.113961,0.277047,-3.065151,0.338129,139,207,0.671498,1756
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,mean_close_deviation,窗口平均收盘偏离,5,-0.128889,-0.154303,0.266456,-3.833809,0.277372,137,205,0.668293,1730
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,mean_close_deviation,窗口平均收盘偏离,7,-0.135807,-0.222718,0.268830,-3.890727,0.266667,135,203,0.665025,1704
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,mean_close_deviation,窗口平均收盘偏离,14,-0.118727,-0.154303,0.300811,-3.103051,0.281250,128,196,0.653061,1613
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,mean_close_deviation,窗口平均收盘偏离,30,-0.090596,-0.113961,0.294114,-1.818960,0.269565,115,180,0.638889,1444
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,volume_price_confirmation,同日量价确认,1,-0.081386,-0.156517,0.237721,-3.948396,0.204545,132,209,0.631579,1671
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,volume_price_confirmation,同日量价确认,3,-0.104965,-0.188465,0.240380,-4.684750,0.260870,138,207,0.666667,1745
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,volume_price_confirmation,同日量价确认,5,-0.140637,-0.219916,0.228872,-5.782419,0.204380,137,205,0.668293,1730
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,volume_price_confirmation,同日量价确认,7,-0.147022,-0.229184,0.238801,-5.355723,0.214815,135,203,0.665025,1704
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,volume_price_confirmation,同日量价确认,14,-0.156898,-0.262122,0.295759,-3.616669,0.234375,128,196,0.653061,1613
F7 CEX净流,F7B,F7b CEX净流出,异常触发,f7b_trigger,volume_price_confirmation,同日量价确认,30,-0.071156,-0.113961,0.329797,-1.051590,0.417391,115,180,0.638889,1444
